CustomerID,Gender,Age,Income,SpendingScore,PurchaseFrequency
CUST1649,Nữ,34,61037,63,3.9
CUST1650,Nữ,59,71581,96,6.7
CUST1651,Nữ,44,64260,61,8.0
CUST1652,Nam,18,61777,68,7.4
CUST1653,Nữ,66,30445,76,7.5
CUST1654,Nữ,44,35434,21,2.9
CUST1655,Nam,33,42434,77,6.5
CUST1656,Nam,50,64823,53,2.0
CUST1657,Nữ,23,42860,81,12.5
CUST1658,Nữ,40,55678,58,6.2
CUST1659,Nam,23,43583,51,12.8
CUST1660,Nam,69,60351,54,10.4
CUST1661,Nữ,36,45515,55,3.2
CUST1662,Nữ,62,47095,100,9.0
CUST1663,Nữ,52,77198,19,11.8
CUST1664,Nữ,26,82302,54,7.8
CUST1665,Nam,52,72112,90,3.5
CUST1666,Nam,55,58181,5,12.9
CUST1667,Nữ,31,54160,98,8.8
CUST1668,Nữ,43,32997,65,6.5
CUST1669,Nữ,25,63456,20,1.6
CUST1670,Nam,38,61898,66,3.9
CUST1671,Nam,62,82841,48,7.2
CUST1672,Nam,51,41011,48,6.0
CUST1673,Nữ,20,54994,43,10.6
CUST1674,Nam,60,65599,7,8.0
CUST1675,Nam,40,49658,80,14.7
CUST1676,Nam,51,53024,26,10.9
CUST1677,Nữ,24,40153,35,1.8
CUST1678,Nữ,38,60159,92,12.0
CUST1679,Nữ,66,38891,43,6.4
CUST1680,Nữ,32,42767,5,12.9
CUST1681,Nữ,34,36944,56,4.7
CUST1682,Nam,65,73163,54,11.6
CUST1683,Nữ,66,42741,55,5.0
CUST1684,Nam,32,64552,27,4.6
CUST1685,Nữ,61,61282,5,12.5
CUST1686,Nữ,38,41361,20,4.3
CUST1687,Nữ,69,54264,14,9.1
CUST1688,Nam,29,66856,54,4.5
CUST1689,Nam,69,54573,42,6.0
CUST1690,Nam,28,42393,12,8.7
CUST1691,Nam,35,48437,40,13.1
CUST1692,Nữ,48,79037,13,6.5
CUST1693,Nữ,57,76589,64,7.0
CUST1694,Nam,37,54378,40,13.5
CUST1695,Nam,64,65140,54,10.0
CUST1696,Nam,64,80145,64,13.3
CUST1697,Nữ,40,48777,72,9.8
CUST1698,Nữ,33,75310,7,4.1
CUST1699,Nam,18,34774,84,8.7
CUST1700,Nam,52,34825,18,6.3
CUST1701,Nam,26,68884,93,4.1
CUST1702,Nữ,59,38236,86,6.8
CUST1703,Nữ,69,37792,79,12.7
CUST1704,Nữ,56,50511,67,4.1
CUST1705,Nam,69,47573,59,1.0
CUST1706,Nữ,65,56710,84,4.4
CUST1707,Nam,51,49706,58,7.5
CUST1708,Nam,22,45001,55,9.9
CUST1709,Nữ,32,68554,74,14.4
CUST1710,Nữ,57,66259,48,13.2
CUST1711,Nữ,60,47944,53,12.3
CUST1712,Nữ,29,66781,48,10.7
CUST1713,Nam,39,89767,38,5.0
CUST1714,Nữ,23,76648,100,11.7
CUST1715,Nữ,49,55460,86,14.0
CUST1716,Nam,56,71339,45,4.5
CUST1717,Nam,42,66025,49,6.4
CUST1718,Nam,68,72272,56,5.4
CUST1719,Nam,29,61378,72,12.8
CUST1720,Nữ,37,48203,94,3.0
CUST1721,Nam,20,36560,93,8.2
CUST1722,Nam,61,25604,41,13.9
CUST1723,Nữ,25,67399,65,5.0
CUST1724,Nam,30,66976,80,3.5
CUST1725,Nam,60,67414,23,2.2
CUST1726,Nữ,34,61508,83,13.0
CUST1727,Nam,49,54303,53,14.0
CUST1728,Nam,64,70435,13,7.8
CUST1729,Nam,52,70009,97,6.6
CUST1730,Nữ,51,57393,83,1.8
CUST1731,Nữ,19,51370,60,8.5
CUST1732,Nam,30,49602,53,4.0
CUST1733,Nữ,31,60573,36,4.9
CUST1734,Nam,35,66323,47,13.8
CUST1735,Nam,19,65525,99,7.0
CUST1736,Nam,61,46875,64,7.7
CUST1737,Nữ,65,52532,36,3.8
CUST1738,Nam,66,82870,34,8.8
CUST1739,Nam,32,49423,77,10.5
CUST1740,Nữ,67,54438,16,4.1
CUST1741,Nữ,43,65488,10,6.8
CUST1742,Nữ,52,59314,80,5.4
CUST1743,Nam,18,75176,43,10.9
CUST1744,Nam,45,64655,75,12.8
CUST1745,Nữ,39,64949,88,1.5
CUST1746,Nam,22,54326,71,1.8
CUST1747,Nữ,36,53663,62,2.5
CUST1748,Nam,24,68644,18,7.0
CUST1749,Nữ,43,50599,22,7.6
CUST1750,Nam,45,65745,21,14.7
CUST1751,Nam,33,63111,25,7.6
CUST1752,Nữ,52,48626,88,12.4
CUST1753,Nữ,66,83086,52,14.0
CUST1754,Nam,23,77189,63,3.8
CUST1755,Nam,23,65857,96,13.2
CUST1756,Nữ,69,59892,9,3.8
CUST1757,Nữ,59,49391,58,14.1
CUST1758,Nữ,38,60434,95,4.3
CUST1759,Nam,29,46329,82,8.7
CUST1760,Nữ,30,54239,71,13.8
CUST1761,Nữ,25,41987,59,2.0
CUST1762,Nữ,22,54088,45,7.5
CUST1763,Nữ,58,73467,20,13.9
CUST1764,Nam,27,61188,28,1.3
CUST1765,Nam,53,60723,46,11.0
CUST1766,Nam,37,39776,66,9.9
CUST1767,Nữ,30,64499,29,10.0
CUST1768,Nữ,61,41986,92,4.7
CUST1769,Nam,56,71198,58,2.1
CUST1770,Nữ,36,93130,43,5.6
CUST1771,Nam,41,53155,49,7.9
CUST1772,Nữ,24,57112,53,5.0
CUST1773,Nam,43,48437,16,4.4
CUST1774,Nữ,58,55087,72,3.8
CUST1775,Nữ,69,72009,51,14.2
CUST1776,Nữ,47,45659,5,4.3
CUST1777,Nữ,30,87423,53,8.3
CUST1778,Nữ,30,78235,70,13.8
CUST1779,Nữ,46,29890,4,1.9
CUST1780,Nam,29,63808,81,1.6
CUST1781,Nam,19,62438,56,2.7
CUST1782,Nam,55,63347,86,8.2
CUST1783,Nam,57,43333,91,8.8
CUST1784,Nữ,42,39313,7,6.4
CUST1785,Nữ,60,57475,53,12.6
CUST1786,Nam,26,67421,25,14.9
CUST1787,Nữ,27,57680,33,6.2
CUST1788,Nữ,44,49032,35,11.1
CUST1789,Nữ,35,63028,99,3.5
CUST1790,Nữ,43,51674,97,8.6
CUST1791,Nam,40,61819,20,9.5
CUST1792,Nữ,30,64924,31,6.2
CUST1793,Nữ,33,67513,52,12.9
CUST1794,Nữ,24,46036,61,10.1
CUST1795,Nam,63,49982,47,7.9
CUST1796,Nữ,19,52013,9,7.2
CUST1797,Nam,60,68501,5,13.5
CUST1798,Nam,66,49710,71,5.8
CUST1799,Nam,18,84722,78,2.0
CUST1800,Nữ,64,53824,82,13.6
CUST1801,Nữ,69,69304,39,3.5
CUST1802,Nam,37,69050,56,5.5
CUST1803,Nam,21,66785,25,8.7
CUST1804,Nam,35,69606,24,9.6
CUST1805,Nam,41,80521,53,5.9
CUST1806,Nữ,67,67703,19,6.5
CUST1807,Nam,60,46409,38,13.1
CUST1808,Nữ,35,51283,57,5.8
CUST1809,Nữ,44,72159,21,5.5
CUST1810,Nữ,67,56922,83,14.4
CUST1811,Nam,52,25602,15,10.4
CUST1812,Nữ,42,72198,79,4.7
CUST1813,Nam,39,65319,89,11.6
CUST1814,Nam,30,21041,16,10.7
CUST1815,Nữ,41,65637,72,4.3
CUST1816,Nam,65,39353,17,14.6
CUST1817,Nữ,35,39870,71,3.1
CUST1818,Nữ,49,80118,7,7.7
CUST1819,Nữ,29,64105,25,1.4
CUST1820,Nam,55,41683,40,3.5
CUST1821,Nam,23,77962,34,9.7
CUST1822,Nữ,69,64139,4,4.0
CUST1823,Nữ,45,47106,67,4.3
CUST1824,Nam,30,52272,15,14.4
CUST1825,Nữ,30,67214,33,4.4
CUST1826,Nam,43,67111,64,1.0
CUST1827,Nam,24,71823,25,4.9
CUST1828,Nữ,45,56514,93,5.7
CUST1829,Nữ,59,55141,29,5.7
CUST1830,Nữ,34,67365,85,15.0
CUST1831,Nữ,51,66752,7,8.6
CUST1832,Nữ,41,65651,56,10.3
CUST1833,Nam,51,83194,21,2.3
CUST1834,Nữ,39,59735,54,12.8
CUST1835,Nữ,46,58586,36,4.8
CUST1836,Nam,18,67141,97,8.7
CUST1837,Nam,67,87633,62,8.6
CUST1838,Nữ,66,83959,3,5.2
CUST1839,Nữ,21,41207,73,12.4
CUST1840,Nữ,33,61575,32,5.7
CUST1841,Nữ,38,61193,77,9.2
CUST1842,Nam,61,75161,87,3.9
CUST1843,Nam,49,53894,15,13.9
CUST1844,Nam,50,56937,52,4.4
CUST1845,Nữ,44,67604,72,9.8
CUST1846,Nam,47,55681,70,10.6
CUST1847,Nữ,33,51371,31,5.8
CUST1848,Nam,65,48599,85,11.3
CUST1849,Nữ,48,82084,68,5.1
CUST1850,Nam,47,44059,19,9.5
CUST1851,Nam,32,65628,52,10.3
CUST1852,Nữ,37,37651,21,9.3
CUST1853,Nữ,44,27746,62,6.9
CUST1854,Nam,67,73111,37,9.2
CUST1855,Nam,19,77680,44,13.9
CUST1856,Nam,55,63868,98,5.4
CUST1857,Nam,63,67184,30,2.3
CUST1858,Nữ,41,60029,20,6.1
CUST1859,Nam,54,69894,70,6.8
CUST1860,Nữ,43,56136,8,12.6
CUST1861,Nam,51,72798,37,14.6
CUST1862,Nam,27,51004,76,4.0
CUST1863,Nam,35,35698,81,9.3
CUST1864,Nữ,60,36347,11,11.7
CUST1865,Nữ,27,48853,21,10.2
CUST1866,Nữ,29,60576,4,14.0
CUST1867,Nữ,30,72066,98,2.8
CUST1868,Nam,25,43323,79,3.4
CUST1869,Nữ,37,53183,39,9.1
CUST1870,Nam,35,75316,100,12.9
CUST1871,Nam,33,62778,29,1.9
CUST1872,Nam,50,64015,34,12.3
CUST1873,Nam,60,75146,72,7.4
CUST1874,Nữ,19,81252,89,7.2
CUST1875,Nữ,55,68910,44,4.1
CUST1876,Nam,27,77806,32,5.3
CUST1877,Nam,21,39020,57,12.8
CUST1878,Nữ,52,49986,69,4.4
CUST1879,Nam,24,65839,64,2.1
CUST1880,Nam,44,49152,11,7.2
CUST1881,Nữ,30,72938,72,13.7
CUST1882,Nữ,24,34994,10,3.2
CUST1883,Nữ,66,57266,32,11.5
CUST1884,Nam,55,63771,47,14.5
CUST1885,Nữ,19,59340,37,5.6
CUST1886,Nữ,43,48655,38,4.1
CUST1887,Nữ,45,38618,66,10.3
CUST1888,Nữ,29,48391,14,5.2
CUST1889,Nam,31,64179,45,9.8
CUST1890,Nữ,26,78501,60,5.9
CUST1891,Nữ,28,56918,45,13.6
CUST1892,Nam,22,60222,81,12.3
CUST1893,Nam,59,67669,93,10.3
CUST1894,Nam,26,56903,52,11.9
CUST1895,Nữ,22,53189,16,10.7
CUST1896,Nam,28,39443,25,3.5
CUST1897,Nữ,60,73824,61,2.1
CUST1898,Nam,56,47583,98,13.3
CUST1899,Nữ,45,43960,51,9.3
CUST1900,Nam,45,59181,78,12.0
CUST1901,Nam,36,60915,60,2.0
CUST1902,Nam,32,38429,43,12.2
CUST1903,Nữ,45,69294,83,12.9
CUST1904,Nữ,58,57613,64,14.9
CUST1905,Nam,36,92030,55,1.7
CUST1906,Nam,34,73837,43,11.6
CUST1907,Nam,50,56459,4,6.5
CUST1908,Nữ,20,44094,43,8.3
CUST1909,Nữ,27,66509,43,3.8
CUST1910,Nữ,48,60445,20,9.6
CUST1911,Nam,44,39504,91,12.5
CUST1912,Nữ,40,50889,86,8.6
CUST1913,Nam,45,50467,79,4.6
CUST1914,Nữ,61,63431,86,6.3
CUST1915,Nữ,30,44539,76,11.6
CUST1916,Nam,29,63574,25,11.2
CUST1917,Nữ,47,66341,13,3.1
CUST1918,Nữ,37,56566,42,2.8
CUST1919,Nữ,67,61453,3,7.2
CUST1920,Nữ,47,83922,57,6.9
CUST1921,Nữ,37,62503,88,11.3
CUST1922,Nữ,53,58525,67,8.2
CUST1923,Nữ,68,60527,95,2.5
CUST1924,Nữ,40,56132,28,7.8
CUST1925,Nam,41,90822,68,2.2
CUST1926,Nam,18,69853,27,7.3
CUST1927,Nữ,61,62632,46,4.2
CUST1928,Nữ,53,55306,51,3.5
CUST1929,Nam,43,87865,24,11.2
CUST1930,Nam,49,57818,11,6.0
CUST1931,Nam,42,65475,58,12.3
CUST1932,Nam,54,74942,7,8.0
CUST1933,Nữ,46,57138,37,3.9
CUST1934,Nữ,62,54667,13,10.0
CUST1935,Nam,20,40440,4,13.4
CUST1936,Nam,39,53366,44,5.9
CUST1937,Nam,58,52454,68,9.5
CUST1938,Nữ,64,69518,12,1.5
CUST1939,Nam,52,54787,52,5.6
CUST1940,Nam,39,59383,5,13.3
CUST1941,Nam,30,68924,20,8.2
CUST1942,Nữ,46,63879,38,7.4
CUST1943,Nữ,51,82925,68,14.2
CUST1944,Nữ,30,83513,42,14.3
CUST1945,Nữ,21,87807,72,13.5
CUST1946,Nam,27,43893,97,4.0
CUST1947,Nữ,63,66170,84,11.0
CUST1948,Nữ,49,57535,50,14.7
CUST1949,Nữ,66,84550,77,6.7
CUST1950,Nữ,27,81636,4,8.6
CUST1951,Nữ,25,72610,47,3.4
CUST1952,Nữ,40,83931,28,2.0
CUST1953,Nam,38,33124,30,4.3
CUST1954,Nữ,45,85853,43,8.7
CUST1955,Nữ,20,98146,29,6.7
CUST1956,Nam,63,86532,4,14.0
CUST1957,Nữ,65,48421,21,10.1
CUST1958,Nữ,51,51199,3,3.2
CUST1959,Nam,32,50315,10,12.8
CUST1960,Nam,43,63327,32,1.9
CUST1961,Nam,18,77195,13,2.9
CUST1962,Nữ,46,57332,84,10.8
CUST1963,Nữ,39,64571,43,7.2
CUST1964,Nam,58,38218,4,3.2
CUST1965,Nam,61,55580,85,2.6
CUST1966,Nam,47,53596,15,10.9
CUST1967,Nữ,62,59166,65,2.3
CUST1968,Nam,64,66226,62,13.1
CUST1969,Nữ,21,70427,87,9.4
CUST1970,Nam,47,36700,97,9.3
CUST1971,Nữ,58,83093,55,6.3
CUST1972,Nữ,28,56516,17,1.9
CUST1973,Nam,64,67135,14,1.7
CUST1974,Nam,18,63317,49,8.8
CUST1975,Nữ,64,54541,3,12.3
CUST1976,Nữ,33,74549,14,8.8
CUST1977,Nữ,35,79655,57,4.9
CUST1978,Nam,46,48161,63,13.5
CUST1979,Nữ,45,48265,36,14.6
CUST1980,Nam,69,40876,45,11.3
CUST1981,Nữ,40,36354,14,4.1
CUST1982,Nam,69,26552,34,5.1
CUST1983,Nam,62,80975,41,2.5
CUST1984,Nam,68,51559,19,2.3
CUST1985,Nữ,58,55085,40,10.2
CUST1986,Nam,69,58743,92,6.4
CUST1987,Nữ,51,55595,83,13.2
CUST1988,Nam,67,77280,45,9.1
CUST1989,Nữ,64,28125,19,14.6
CUST1990,Nữ,59,51372,67,9.6
CUST1991,Nam,66,48516,44,11.8
CUST1992,Nam,68,54790,5,13.0
CUST1993,Nữ,31,55621,6,6.8
CUST1994,Nam,31,49899,5,5.6
CUST1995,Nam,37,101026,85,1.7
CUST1996,Nữ,47,36335,94,7.0
CUST1997,Nam,29,56518,26,2.1
CUST1998,Nữ,38,51739,59,5.2
CUST1999,Nam,63,79222,93,3.6
CUST2000,Nam,67,78907,94,2.9
CUST2001,Nam,21,55136,22,10.4
CUST2002,Nữ,60,52179,5,14.1
CUST2003,Nữ,38,54806,43,8.7
CUST2004,Nữ,67,63027,7,8.7
CUST2005,Nữ,41,52348,27,13.5
CUST2006,Nam,58,86341,35,13.6
CUST2007,Nam,40,54546,28,8.0
CUST2008,Nam,44,68544,28,1.5
CUST2009,Nữ,39,74251,16,1.3
CUST2010,Nữ,35,49987,16,12.2
CUST2011,Nam,40,51030,71,4.1
CUST2012,Nam,22,61696,12,4.4
CUST2013,Nữ,21,70753,44,8.9
CUST2014,Nữ,52,92742,91,2.6
CUST2015,Nữ,42,46622,88,12.4
CUST2016,Nam,31,33717,84,3.6
CUST2017,Nam,44,26622,32,3.4
CUST2018,Nữ,56,62173,71,1.9
CUST2019,Nữ,32,65582,69,7.4
CUST2020,Nam,28,59186,1,11.1
CUST2021,Nữ,28,56432,73,3.2
CUST2022,Nam,38,75493,46,12.4
CUST2023,Nữ,48,80201,30,2.3
CUST2024,Nữ,50,62139,53,8.4
CUST2025,Nữ,49,16811,78,1.5
CUST2026,Nam,45,51687,40,10.4
CUST2027,Nữ,63,84244,33,8.9
CUST2028,Nữ,62,43510,67,7.1
CUST2029,Nữ,46,64673,88,7.6
CUST2030,Nữ,38,61016,7,12.3
CUST2031,Nam,32,69413,75,12.5
CUST2032,Nữ,54,73318,64,9.9
CUST2033,Nữ,18,88253,75,5.3
CUST2034,Nam,63,69765,50,10.8
CUST2035,Nữ,64,72199,13,6.5
CUST2036,Nữ,64,34123,54,11.4
CUST2037,Nữ,23,60760,95,6.1
CUST2038,Nữ,49,57150,85,3.2
CUST2039,Nữ,46,60324,87,7.9
CUST2040,Nữ,36,48785,72,13.9
CUST2041,Nữ,53,52853,23,7.0
CUST2042,Nữ,59,38325,56,14.3
CUST2043,Nữ,48,52204,25,2.0
CUST2044,Nam,55,60187,12,7.5
CUST2045,Nữ,25,53943,8,14.7
CUST2046,Nam,64,45628,26,3.0
CUST2047,Nam,46,69140,57,11.7
CUST2048,Nữ,20,75111,45,4.9
CUST2049,Nữ,33,76202,35,13.2
CUST2050,Nữ,34,55323,17,14.7
CUST2051,Nữ,65,48245,96,7.8
CUST2052,Nam,62,45267,65,2.9
CUST2053,Nam,53,55482,7,1.8
CUST2054,Nữ,58,56777,78,6.8
CUST2055,Nam,47,44323,88,2.3
CUST2056,Nam,55,55773,86,5.0
CUST2057,Nam,44,70738,63,9.7
CUST2058,Nữ,60,60882,52,7.6
CUST2059,Nam,48,62537,66,7.1
CUST2060,Nam,24,38251,51,4.9
CUST2061,Nam,19,55871,44,10.0
CUST2062,Nữ,23,84074,37,2.5
CUST2063,Nữ,33,54313,78,11.7
CUST2064,Nữ,61,66970,67,2.3
CUST2065,Nữ,38,60044,22,12.6
CUST2066,Nam,53,91073,4,7.1
CUST2067,Nam,68,57799,77,7.7
CUST2068,Nữ,34,66310,43,11.0
CUST2069,Nam,60,66273,12,6.7
CUST2070,Nam,60,77579,53,6.8
CUST2071,Nam,30,60128,65,1.7
CUST2072,Nam,35,49115,12,14.6
CUST2073,Nữ,40,54082,27,5.3
CUST2074,Nữ,24,67372,64,3.8
CUST2075,Nam,34,45836,1,6.3
CUST2076,Nam,33,57653,59,14.2
CUST2077,Nam,58,45384,59,8.4
CUST2078,Nữ,36,43257,52,14.5
CUST2079,Nam,47,78220,66,13.4
CUST2080,Nam,53,52669,16,8.1
CUST2081,Nữ,28,54588,40,5.0
CUST2082,Nữ,24,61437,1,11.5
CUST2083,Nữ,63,47435,95,9.2
CUST2084,Nam,41,54214,3,8.5
CUST2085,Nam,61,56686,11,6.5
CUST2086,Nữ,18,58231,43,3.5
CUST2087,Nữ,23,67464,89,1.4
CUST2088,Nữ,26,45763,99,6.7
CUST2089,Nam,20,62925,77,9.1
CUST2090,Nam,20,68280,92,11.7
CUST2091,Nam,36,30532,36,9.2
CUST2092,Nam,18,41477,61,13.1
CUST2093,Nữ,43,47058,35,12.3
CUST2094,Nữ,55,70410,64,6.2
CUST2095,Nữ,43,39673,26,4.1
CUST2096,Nam,36,52723,56,1.5
CUST2097,Nữ,69,37731,19,1.1
CUST2098,Nam,67,33969,24,10.4
CUST2099,Nam,22,46427,7,12.9
CUST2100,Nữ,49,75868,65,9.3
CUST2101,Nam,28,52256,64,7.7
CUST2102,Nữ,57,62380,9,9.8
CUST2103,Nam,53,51219,86,6.9
CUST2104,Nam,61,46292,43,10.4
CUST2105,Nam,43,69253,61,4.3
CUST2106,Nam,42,50206,12,11.5
CUST2107,Nữ,25,68103,15,7.3
CUST2108,Nữ,42,63552,77,5.4
CUST2109,Nữ,55,43596,42,5.5
CUST2110,Nam,55,65712,5,11.6
CUST2111,Nam,29,67615,29,4.6
CUST2112,Nam,46,88509,97,8.2
CUST2113,Nữ,38,74334,20,1.5
CUST2114,Nam,18,70024,72,3.2
CUST2115,Nam,39,44190,3,1.9
CUST2116,Nữ,35,51335,53,7.2
CUST2117,Nam,37,54572,70,5.7
CUST2118,Nam,64,66593,21,1.7
CUST2119,Nam,61,59685,19,8.9
CUST2120,Nữ,32,75676,20,7.7
CUST2121,Nữ,39,80101,57,14.2
CUST2122,Nữ,52,63021,97,4.2
CUST2123,Nam,44,43667,24,1.1
CUST2124,Nữ,30,60330,63,3.5
CUST2125,Nam,59,61161,15,14.3
CUST2126,Nữ,23,77306,33,7.4
CUST2127,Nam,66,62651,30,2.9
CUST2128,Nữ,19,81021,91,13.9
CUST2129,Nam,56,75592,41,8.1
CUST2130,Nam,55,64563,81,8.9
CUST2131,Nữ,30,70499,39,14.6
CUST2132,Nam,25,39112,24,8.7
CUST2133,Nam,30,67074,63,5.9
CUST2134,Nữ,63,81991,7,13.1
CUST2135,Nam,27,38425,52,3.3
CUST2136,Nam,58,81653,58,2.2
CUST2137,Nam,37,53386,92,9.5
CUST2138,Nam,49,65087,1,10.3
CUST2139,Nữ,45,54060,43,7.5
CUST2140,Nam,61,46247,42,8.8
CUST2141,Nữ,56,77038,7,1.4
CUST2142,Nam,38,27109,25,7.7
CUST2143,Nữ,24,58641,99,15.0
CUST2144,Nam,24,41424,25,10.3
CUST2145,Nam,21,57126,64,12.6
CUST2146,Nữ,31,62808,95,3.9
CUST2147,Nữ,66,54389,56,9.0
CUST2148,Nữ,40,62800,33,1.4
CUST2149,Nữ,62,56297,37,12.1
CUST2150,Nữ,21,61643,52,2.3
CUST2151,Nữ,52,50984,64,2.8
CUST2152,Nam,33,50550,39,5.1
CUST2153,Nam,29,88284,22,7.3
CUST2154,Nữ,53,62145,18,3.9
CUST2155,Nam,40,56571,92,5.5
CUST2156,Nữ,21,78946,17,9.4
CUST2157,Nữ,30,39735,8,3.7
CUST2158,Nữ,27,74562,47,2.4
CUST2159,Nữ,64,60155,50,8.2
CUST2160,Nam,55,64763,71,3.4
CUST2161,Nam,52,49960,73,9.8
CUST2162,Nữ,51,31569,86,10.2
CUST2163,Nữ,53,73300,2,6.4
CUST2164,Nữ,57,57880,42,11.7
CUST2165,Nữ,58,61546,75,14.2
CUST2166,Nam,64,83715,85,8.7
CUST2167,Nam,29,69611,87,6.4
CUST2168,Nữ,32,78852,94,4.6
CUST2169,Nam,24,70518,86,2.3
CUST2170,Nữ,25,68404,37,4.4
CUST2171,Nữ,53,56760,24,9.0
CUST2172,Nữ,68,73056,17,14.6
CUST2173,Nữ,54,86636,59,13.4
CUST2174,Nữ,68,79768,97,2.2
CUST2175,Nam,54,36755,42,8.8
CUST2176,Nữ,55,30005,75,13.9
CUST2177,Nữ,37,62431,42,10.3
CUST2178,Nam,54,80515,77,7.5
CUST2179,Nam,61,61799,48,10.8
CUST2180,Nam,60,42213,76,2.2
CUST2181,Nữ,49,48256,48,1.5
CUST2182,Nữ,34,65517,16,4.5
CUST2183,Nữ,68,39344,4,12.1
CUST2184,Nữ,52,66872,19,3.4
CUST2185,Nữ,67,51627,79,11.7
CUST2186,Nam,49,46201,9,11.9
CUST2187,Nam,48,68711,53,6.9
CUST2188,Nam,39,43664,7,10.5
CUST2189,Nữ,36,79574,82,6.0
CUST2190,Nữ,28,77120,35,13.7
CUST2191,Nữ,52,47578,37,5.4
CUST2192,Nam,51,44437,48,14.7
CUST2193,Nam,61,73980,45,11.5
CUST2194,Nam,69,61570,65,10.3
CUST2195,Nữ,66,69406,68,11.7
CUST2196,Nam,20,76446,78,7.4
CUST2197,Nữ,19,72812,9,1.1
CUST2198,Nữ,63,44372,27,10.1
CUST2199,Nam,25,79456,47,8.5
CUST2200,Nữ,52,75773,35,12.3
CUST2201,Nữ,46,75952,83,5.1
CUST2202,Nữ,43,95341,3,5.4
CUST2203,Nam,54,62854,84,6.3
CUST2204,Nữ,53,66060,4,9.7
CUST2205,Nữ,30,54029,76,13.0
CUST2206,Nữ,63,60254,42,5.7
CUST2207,Nữ,69,60850,98,13.6
CUST2208,Nam,31,57800,98,6.0
CUST2209,Nữ,24,61185,21,7.2
CUST2210,Nữ,24,44641,26,3.4
CUST2211,Nam,48,63275,98,11.3
CUST2212,Nữ,54,41776,22,9.2
CUST2213,Nam,59,83981,6,10.6
CUST2214,Nữ,48,82254,34,13.4
CUST2215,Nữ,26,51298,53,12.1
CUST2216,Nam,32,80145,77,8.0
CUST2217,Nam,51,52319,65,10.9
CUST2218,Nam,57,35609,66,5.2
CUST2219,Nam,28,36424,28,5.9
CUST2220,Nữ,34,54218,60,11.5
CUST2221,Nữ,54,48348,16,14.7
CUST2222,Nam,21,65642,3,4.3
CUST2223,Nữ,23,80468,83,5.0
CUST2224,Nữ,63,49097,2,2.8
CUST2225,Nữ,18,77719,96,9.1
CUST2226,Nam,26,42088,53,10.0
CUST2227,Nữ,18,75800,51,14.1
CUST2228,Nữ,59,85637,35,7.3
CUST2229,Nữ,56,55224,15,6.0
CUST2230,Nữ,35,54195,58,5.0
CUST2231,Nam,67,80040,17,13.1
CUST2232,Nam,44,63631,26,13.1
CUST2233,Nam,19,65546,3,12.7
CUST2234,Nữ,58,70644,75,4.5
CUST2235,Nam,44,38360,16,7.1
CUST2236,Nữ,31,49735,12,5.9
CUST2237,Nữ,37,73569,72,8.9
CUST2238,Nữ,35,76981,74,12.1
CUST2239,Nam,22,79684,69,5.9
CUST2240,Nữ,47,76658,30,1.1
CUST2241,Nữ,49,65913,83,5.3
CUST2242,Nữ,22,68902,88,3.0
CUST2243,Nam,18,81002,77,1.4
CUST2244,Nữ,66,72087,72,13.6
CUST2245,Nữ,41,69359,62,11.5
CUST2246,Nam,42,62397,86,7.2
CUST2247,Nữ,59,40910,54,12.7
CUST2248,Nữ,67,58589,70,11.3
CUST2249,Nam,61,63827,88,12.3
CUST2250,Nam,21,56126,93,12.8
CUST2251,Nữ,46,43402,23,13.3
CUST2252,Nam,29,50865,66,3.2
CUST2253,Nam,45,47292,75,12.6
CUST2254,Nam,45,81410,3,10.3
CUST2255,Nữ,61,53384,86,11.5
CUST2256,Nam,42,51519,17,10.1
CUST2257,Nam,48,54196,69,3.9
CUST2258,Nữ,50,88403,42,12.9
CUST2259,Nam,37,25282,2,4.0
CUST2260,Nam,56,55713,95,8.2
CUST2261,Nam,24,58378,100,2.1
CUST2262,Nam,35,66029,96,11.0
CUST2263,Nam,51,66091,86,11.6
CUST2264,Nữ,55,79695,44,13.5
CUST2265,Nữ,20,52362,81,6.8
CUST2266,Nam,58,61416,51,13.0
CUST2267,Nam,21,85539,99,5.0
CUST2268,Nam,61,83243,62,13.7
CUST2269,Nam,64,56840,39,2.9
CUST2270,Nữ,62,73610,4,11.6
CUST2271,Nữ,37,54222,14,5.9
CUST2272,Nữ,26,83384,50,9.9
CUST2273,Nữ,43,71992,51,13.7
CUST2274,Nữ,32,75787,100,5.3
CUST2275,Nữ,27,45245,63,5.9
CUST2276,Nữ,58,64910,35,10.8
CUST2277,Nam,51,55706,14,1.3
CUST2278,Nam,29,52782,5,14.6
CUST2279,Nam,62,78929,94,14.6
CUST2280,Nam,20,48344,15,8.6
CUST2281,Nữ,56,67845,13,5.8
CUST2282,Nữ,36,67326,51,2.8
CUST2283,Nam,27,43253,9,14.6
CUST2284,Nam,55,55271,52,14.6
CUST2285,Nam,49,58287,47,1.4
CUST2286,Nam,36,62003,13,8.2
CUST2287,Nam,35,73656,42,3.3
CUST2288,Nữ,63,47200,95,10.0
CUST2289,Nam,45,51693,67,4.7
CUST2290,Nam,29,61534,88,12.0
CUST2291,Nam,62,52440,82,11.7
CUST2292,Nữ,32,98081,75,12.4
CUST2293,Nữ,68,42443,96,1.8
CUST2294,Nữ,38,58017,59,9.2
CUST2295,Nam,41,45455,83,10.6
CUST2296,Nam,49,33793,43,2.1
